Acceleration With HSI (m/s²)
0.305270674
0.303697984
0.301776401
0.295488636
0.285549277
0.27301799
0.259120848
0.245049686
0.231780995
0.219949924
0.209802198
0.201228273
0.193865692
0.187240874
0.180914015
0.17459319
0.16819309
0.161829932
0.155760507
0.150287656
0.145661612
0.142006116
0.139289468
0.137346916
0.135945431
0.134869529
0.134000769
0.133365493
0.133134968
0.133576399
0.134968051
0.137503628
0.141215437
0.145941813
0.151352558
0.157029787
0.162584767
0.167779278
0.172615843
0.177366992
0.1825283
0.188699392
0.196417321
0.205981416
0.217314307
0.229871402
0.242747906
0.254750628
0.264612089
0.271231537
0.273889545
0.272392756
0.267114868
0.258923403
0.249008762
0.238653394
0.228992471
0.220818478
0.214471201
0.209832515
0.20642059
0.203555135
0.200549737
0.196883492
0.19231248
0.186898965
0.18095855
0.174946642
0.169320017
0.164413475
0.160364688
0.157105669
0.154418987
0.152038459
0.149761829
0.147540266
0.145516829
0.144001434
0.143388684
0.14404193
0.146177507
0.149784407
0.154605469
0.160189666
0.166005018
0.171583602
0.176660003
0.181263711
0.185735568
0.190657915
0.196709024
0.20447301
0.214250112
0.225914369
0.238856898
0.252034275
0.264117933
0.273716637
0.279627249
0.281060415
0.277793303
0.270216763
0.259266605
0.246253779
0.232629537
0.219734795
0.208584213
0.199726817
0.193206514
0.188624483
0.18528249
0.182371574
0.179162659
0.175158044
0.170175803
0.16435516
0.158090149
0.151914316
0.146368627
0.141885272
0.138713369
0.13689963
0.136321937
0.136761233
0.137987605
0.139834341
0.142240083
0.145248918
0.148971158
0.153523047
0.158944584
0.165166084
0.171991154
0.179128441
0.186260705
0.193133105
0.199635725
0.205853637
0.212065632
0.21868466
0.226146716
0.23477267
0.244635501
0.255466666
0.266629281
0.277173529
0.285968204
0.291887135
0.2940135
0.291817905
0.285272522
0.274873288
0.261564752
0.246581581
0.231239502
0.21671918
0.203888378
0.193197097
0.184664172
0.177951721
0.172504463
0.167717047
0.163088819
0.158330779
0.153403287
0.148483404
0.143876633
0.139903815
0.136796667
0.134631949
0.133320578
0.1326526
0.132382111
0.132323826
0.132431431
0.132831724
0.133803539
0.135705597
0.13887399
0.143518204
0.149647882
0.157054352
0.165353685
0.174082682
0.182823284
0.191320621
0.199555892
0.207755535
0.216323635
0.225712887
0.236263696
0.248051894
0.260786107
0.273785854
0.286052567
0.296422074
0.303765984
0.30719983
0.306248117
0.300932288
0.291759863
0.279621298
0.265617947
0.250863353
0.236304377
0.222599552
0.210075572
0.198765471
0.188508038
0.179077146
0.170300338
0.162136098
0.154690084
0.148171683
0.14280895
0.138752279
0.135999634
0.134369012
0.133531008
0.133093252
0.132714436
0.132214213
0.131645668
0.131305087
0.131671301
0.133286256
0.136606809
0.14186563
0.148980829
0.157540971
0.166876979
0.176204965
0.184807584
0.192210077
0.198304563
0.203389189
0.208105736
0.213285793
0.219740516
0.228039605
0.23833381
0.250262704
0.262973636
0.275250608
0.285727029
0.293136359
0.296546411
0.295527476
0.290217757
0.281278121
0.269746404
0.256828067
0.24366996
0.231168894
0.219852609
0.20985263
0.200967544
0.192794881
0.184893854
0.17693491
0.168803174
0.160633
0.152770107
0.145678358
0.139817699
0.135529168
0.132955587
0.132018007
0.132449451
0.133876342
0.135921345
0.138298016
0.140873854
0.14368269
0.14688827
0.150707765
0.155322523
0.160799497
0.167050764
0.173842251
0.18085278
0.18776701
0.194376527
0.200659767
0.206813255
0.213221295
0.220363328
0.228679171
0.23842098
0.249526825
0.261551004
0.273676725
0.284814044
0.29376485
0.299428352
0.301003093
0.298139666
0.291015104
0.280311877
0.267096109
0.252629989
0.238152688
0.224674842
0.212830982
0.202813711
0.19440387
0.187085666
0.180210601
0.173177318
0.16558503
0.157326352
0.148607374
0.139891248
0.1317849
0.124906326
0.11975937
0.116646464
0.115635279
0.116585981
0.119219507
0.123201993
0.128225727
0.134060651
0.140565032
0.147657862
0.155266674
0.163275902
0.171496329
0.179666877
0.187499866
0.194756503
0.201329828
0.207313848
0.213024453
0.218959478
0.225699066
0.233764446
0.243461773
0.25475301
0.267188025
0.279921591
0.29181785
0.30162678
0.308205306
0.310727295
0.308836887
0.302715134
0.293040733
0.280854499
0.267357881
0.253690451
0.240732356
0.228975361
0.21849393
0.209008436
0.200025933
0.191016923
0.181584979
0.171587339
0.161184788
0.150804721
0.141033007
0.132472858
0.125605509
0.120684011
0.117696372
0.116397422
0.116394844
0.1172688
0.118689204
0.120496618
0.122727278
0.125578326
0.129323934
0.134207576
0.140345729
0.147670661
0.155928482
0.164736631
0.173683051
0.182439597
0.190858955
0.199035856
0.207238719
0.215887477
0.225409667
0.236094147
0.247963506
0.26070651
0.273676013
0.285970651
0.296576343
0.304534051
0.309105675
0.309902557
0.306944702
0.300639507
0.291692629
0.280970571
0.269350834
0.257586202
0.246214573
0.235527612
0.225598691
0.216341801
0.207596539
0.199212842
0.191103497
0.18326033
0.175735331
0.168600627
0.161902381
0.155630882
0.149713911
0.144044873
0.138532383
0.133158771
0.128026352
0.123379073
0.119582644
0.117064361
0.116230282
0.117373842
0.120600778
0.125793861
0.1326226
0.140608854
0.1492274
0.15802371
0.166714374
0.17524825
0.183816059
0.192782488
0.202575556
0.213549669
0.225847417
0.239296627
0.253375586
0.2672488
0.279879402
0.290193331
0.297261321
0.300467949
0.299625563
0.295009383
0.287312835
0.277524751
0.266754764
0.256048959
0.246223985
0.237759347
0.230761726
0.225008192
0.220046109
0.21532879
0.210356778
0.204796115
0.198553468
0.191749056
0.184669877
0.177682379
0.171131613
0.165257115
0.160149945
0.155754788
0.151916727
0.148456542
0.145249099
0.142280847
0.1396748
0.137670185
0.136556502
0.136590527
0.137922357
0.140551735
0.144318755
0.148949621
0.154143936
0.159672975
0.165479195
0.171716419
0.178731926
0.186988188
0.196933056
0.208840262
0.222664949
0.237963724
0.253895191
0.269300988
0.282874084
0.293375705
0.29985075
0.301802291
0.299281162
0.292872487
0.283579817
0.272632361
0.261239138
0.250411793
0.240783043
0.232565386
0.225582661
0.219390237
0.213447736
0.207292735
0.200667863
0.193583185
0.186296607
0.179216909
0.172770882
0.167266775
0.162799126
0.15922716
0.156222962
0.153369551
0.150293536
0.146791684
0.14291546
0.138978491
0.135496768
0.133074013
0.132255146
0.133393167
0.13656979
0.141588066
0.148027108
0.155369247
0.163140158
0.171040617
0.179017948
0.187255567
0.196097126
0.205916371
0.216956539
0.229196233
0.242271844
0.255486138
0.26790042
0.278500329
0.286386859
0.290955018
0.29201244
0.289815148
0.284998462
0.278443433
0.271087994
0.2637381
0.256925016
0.25083339
0.245313863
0.239973097
0.234315794
0.227904692
0.220481537
0.212039758
0.20283077
0.193293256
0.183944768
0.175269793
0.167611856
0.16112165
0.155748172
0.151283411
0.147452613
0.144009419
0.14081162
0.137852326
0.135255046
0.133228659
0.132001469
0.13174714
0.132536712
0.134328181
0.136992987
0.14037529
0.144367886
0.148975329
0.154344401
0.160751947
0.168545406
0.178046789
0.189441249
0.202680575
0.217427011
0.233052186
0.248689266
0.2633404
0.276021719
0.28591769
0.292498832
0.295584087
0.295349217
0.292277922
0.287059444
0.280460665
0.27319365
0.265812605
0.258650888
0.251816379
0.245224469
0.238671399
0.231921484
0.224782518
0.217165182
0.209104914
0.20074792
0.192314982
0.184048023
0.176158477
0.168795925
0.162040913
0.155916352
0.150412443
0.145528138
0.141303402
0.137834686
0.135238066
0.133652882
0.133188139
0.133878684
0.135662723
0.138378242
0.141790521
0.145646144
0.149739891
0.153984469
0.158463547
0.163412194
0.169189206
0.176222442
